# # um$^{-1}$,um$^{-1}$ nm$^2$
0.000000000000000000e+00 6.624806263428182167e-24
9.960937499999999306e-03 2.615874127298956076e+00
1.992187499999999861e-02 1.431211906353906471e+01
2.988281249999999792e-02 1.211297491678106297e+01
3.984374999999999722e-02 1.078387699733696614e+01
4.980468750000000000e-02 7.369707002565229814e+00
5.976562499999999584e-02 1.034003401058667215e+01
6.972656249999999167e-02 8.920617872592472963e+00
7.968749999999999445e-02 8.246993779043460648e+00
8.964843749999999722e-02 7.905464301550282791e+00
9.960937500000000000e-02 8.071178758352193228e+00
1.095703124999999889e-01 7.529827500386081951e+00
1.195312499999999917e-01 6.278179357332641430e+00
1.294921874999999944e-01 6.248977524301428943e+00
1.394531249999999833e-01 7.597253270124882718e+00
1.494140625000000000e-01 6.305781953789027838e+00
1.593749999999999889e-01 6.613501763043541537e+00
1.693359374999999778e-01 5.903366490872678618e+00
1.792968749999999944e-01 5.940075160809922039e+00
1.892578124999999833e-01 5.658842733713929540e+00
1.992187500000000000e-01 5.240499951090436426e+00
2.091796874999999889e-01 5.585271236425727537e+00
2.191406249999999778e-01 5.273457561160158846e+00
2.291015624999999944e-01 4.782974879804289259e+00
2.390624999999999833e-01 5.740459602326899891e+00
2.490234374999999722e-01 4.855661713057424222e+00
2.589843749999999889e-01 5.249883457429162625e+00
2.689453124999999778e-01 4.379327048872688977e+00
2.789062499999999667e-01 4.179982923697385999e+00
2.888671874999999556e-01 4.639425778374603127e+00
2.988281250000000000e-01 4.456973023032492875e+00
3.087890624999999889e-01 4.037413315051927576e+00
3.187499999999999778e-01 3.619695328581052252e+00
3.287109374999999667e-01 3.578042096682891859e+00
3.386718749999999556e-01 3.381140439064413972e+00
3.486328125000000000e-01 3.491152386074112268e+00
3.585937499999999889e-01 3.516047102346579578e+00
3.685546874999999778e-01 2.799494983348019161e+00
3.785156249999999667e-01 3.286666370173176865e+00
3.884765624999999556e-01 2.886693275603644082e+00
3.984375000000000000e-01 2.918450768694037301e+00
4.083984374999999889e-01 2.781761099843122143e+00
4.183593749999999778e-01 2.851476986960594040e+00
4.283203124999999667e-01 2.388539831245926948e+00
4.382812499999999556e-01 2.564394901924827330e+00
4.482421874999999445e-01 2.398910435835858834e+00
4.582031249999999889e-01 2.502510274569315740e+00
4.681640624999999778e-01 1.999465600803530085e+00
4.781249999999999667e-01 2.162539642257343520e+00
4.880859374999999556e-01 2.028166465199003454e+00
4.980468749999999445e-01 1.868813637612788625e+00
5.080078124999999334e-01 1.823329453799695798e+00
5.179687499999999778e-01 1.828862680374581773e+00
5.279296874999999112e-01 2.015685719996985092e+00
5.378906249999999556e-01 1.657991263463320486e+00
5.478515625000000000e-01 1.784362186854276722e+00
5.578124999999999334e-01 1.430203965151416456e+00
5.677734374999999778e-01 1.655649151412705855e+00
5.777343749999999112e-01 1.431586012190403157e+00
5.876953124999999556e-01 1.481527553105764561e+00
5.976562500000000000e-01 1.419161238084240217e+00
6.076171874999999334e-01 1.328030671215185476e+00
6.175781249999999778e-01 1.351184965218012790e+00
6.275390624999999112e-01 1.182716552608300109e+00
6.374999999999999556e-01 1.154889578166111930e+00
6.474609375000000000e-01 1.113498891021821535e+00
6.574218749999999334e-01 1.108811138183163347e+00
6.673828124999999778e-01 9.635803222721408545e-01
6.773437499999999112e-01 1.021582954754834960e+00
6.873046874999999556e-01 1.011741034533311101e+00
6.972656250000000000e-01 9.294301937430992089e-01
7.072265624999999334e-01 9.857158847704181603e-01
7.171874999999999778e-01 9.162183024828058908e-01
7.271484374999999112e-01 9.117067889297937322e-01
7.371093749999999556e-01 9.124948337875744553e-01
7.470703125000000000e-01 8.948106113488371038e-01
7.570312499999999334e-01 7.509176563675893368e-01
7.669921874999999778e-01 7.773627568674483790e-01
7.769531249999999112e-01 8.048079785381497819e-01
7.869140624999999556e-01 7.392820593679192420e-01
7.968750000000000000e-01 6.636051923729756608e-01
8.068359374999999334e-01 7.080858601652928463e-01
8.167968749999999778e-01 6.576544838148801198e-01
8.267578124999999112e-01 6.510855849817278607e-01
8.367187499999999556e-01 5.934565784329557392e-01
8.466796874999998890e-01 5.767357874226168857e-01
8.566406249999999334e-01 6.057422129070357819e-01
8.666015624999999778e-01 5.685787430555736544e-01
8.765624999999999112e-01 6.398273198078012758e-01
8.865234374999999556e-01 5.254320921651841614e-01
8.964843749999998890e-01 5.395366167826035619e-01
9.064453124999999334e-01 5.114671163499618922e-01
9.164062499999999778e-01 4.652282185979854656e-01
9.263671874999999112e-01 5.206466217641416705e-01
9.363281249999999556e-01 4.891318524749554975e-01
9.462890624999998890e-01 5.097642141056002441e-01
9.562499999999999334e-01 4.739133148897801684e-01
9.662109374999999778e-01 4.929175913012606158e-01
9.761718749999999112e-01 4.558961863920649726e-01
9.861328124999999556e-01 4.446245826467485895e-01
9.960937499999998890e-01 4.185954049548916700e-01
1.006054687499999822e+00 4.471534650092365282e-01
1.016015624999999867e+00 3.988188794145915428e-01
1.025976562499999911e+00 3.901803566570686277e-01
1.035937499999999956e+00 3.770225313070962869e-01
1.045898437500000000e+00 3.735674532042018159e-01
1.055859374999999822e+00 3.825503693957468254e-01
1.065820312499999867e+00 3.937722587976967281e-01
1.075781249999999911e+00 3.817218535797518020e-01
1.085742187499999956e+00 3.688609859365439836e-01
1.095703125000000000e+00 3.503415074397621676e-01
1.105664062499999822e+00 3.509219183266105713e-01
1.115624999999999867e+00 3.458615741225793405e-01
1.125585937499999911e+00 3.451632901617770477e-01
1.135546874999999956e+00 3.274308186914185459e-01
1.145507812500000000e+00 3.289883597396584536e-01
1.155468749999999822e+00 3.134679220167277958e-01
1.165429687499999867e+00 3.673231030450122558e-01
1.175390624999999911e+00 3.111668557291529247e-01
1.185351562499999956e+00 3.263035673888281529e-01
1.195312500000000000e+00 3.343963221656955365e-01
1.205273437499999822e+00 3.371828913703266428e-01
1.215234374999999867e+00 2.830405231319871318e-01
1.225195312499999911e+00 3.386051098849787167e-01
1.235156249999999956e+00 3.491461707410701831e-01
1.245117187500000000e+00 3.047557268551870369e-01
1.255078124999999822e+00 3.414701021115917889e-01
1.265039062499999867e+00 3.256629606984610126e-01
1.274999999999999911e+00 2.852072944652190856e-01
